Year,Job_Title,Industry,Automation_Risk,Automation_Risk_Cat,AI_Adoption,Degree_Required,Salary_USD,Experience_Years,Skill_Score,Remote_Work,Job_Demand_Index,Skills,Location,Company_Size,Job_Growth
2021,Product Manager,Technology,17.8,Low,Medium,Yes,137606,6,80.0,Yes,74.6,"Communication, Analytics, Roadmapping, Jira",Tokyo,Medium,Stable
2021,Product Manager,Technology,25.4,Low,Medium,Yes,113727,3,100.0,Yes,69.7,"Analytics, Communication, Jira, Agile, Roadmapping",Tokyo,Medium,Stable
2021,Product Manager,Technology,29.3,Low,Medium,Yes,83267,2,100.0,No,89.2,"Jira, Agile, Communication, Roadmapping, Analytics",London,Small,Stable
2021,Product Manager,Technology,21.5,Low,Medium,Yes,106423,2,100.0,No,64.2,"Communication, Agile, Jira, Roadmapping, Analytics",Paris,Small,Stable
2021,Product Manager,Technology,22.9,Low,Medium,Yes,123554,1,40.0,No,75.4,"Agile, Communication",Paris,Large,Stable
2021,Product Manager,Technology,20.6,Low,Medium,Yes,116846,7,100.0,No,82.2,"Roadmapping, Communication, Jira, Analytics, Agile",London,Large,Stable
2021,Product Manager,Technology,29.5,Low,Medium,Yes,105330,1,40.0,Yes,75.9,"Agile, Communication",Sydney,Medium,Stable
2021,Product Manager,Technology,23.9,Low,Medium,Yes,110618,2,80.0,No,76.9,"Jira, Agile, Communication, Roadmapping",Sydney,Large,Stable
2021,Product Manager,Technology,30.9,Low,Medium,Yes,122013,0,100.0,No,87.2,"Roadmapping, Analytics, Communication, Agile, Jira",London,Medium,Stable
2021,Product Manager,Technology,26.3,Low,Medium,Yes,121713,8,40.0,No,75.5,"Analytics, Communication",Tokyo,Small,Stable
2021,Product Manager,Technology,23.8,Low,Medium,Yes,125209,3,100.0,No,57.8,"Communication, Jira, Roadmapping, Analytics, Agile",Paris,Large,Stable
2021,Product Manager,Technology,16.0,Low,Medium,Yes,106852,3,100.0,Yes,77.8,"Communication, Jira, Roadmapping, Agile, Analytics",Tokyo,Large,Stable
2021,Product Manager,Technology,24.2,Low,Medium,Yes,115470,0,80.0,No,87.9,"Agile, Communication, Roadmapping, Analytics",San Francisco,Large,Stable
2021,Product Manager,Technology,25.3,Low,Medium,Yes,99107,8,40.0,No,77.5,"Agile, Communication",Berlin,Large,Stable
2021,Product Manager,Technology,28.9,Low,Medium,Yes,98196,5,80.0,No,62.9,"Communication, Analytics, Jira, Agile",San Francisco,Small,Stable
2021,Product Manager,Technology,21.7,Low,Medium,Yes,113014,3,60.0,No,60.4,"Roadmapping, Agile, Analytics",Berlin,Large,Stable
2021,Product Manager,Technology,13.7,Low,Medium,Yes,110076,0,40.0,No,71.8,"Agile, Roadmapping",London,Medium,Stable
2021,Product Manager,Technology,19.2,Low,Medium,Yes,116792,4,60.0,No,70.6,"Agile, Jira, Communication",Sydney,Small,Stable
2021,Product Manager,Technology,20.9,Low,Medium,Yes,116439,4,80.0,No,60.5,"Agile, Analytics, Communication, Roadmapping",Dubai,Small,Stable
2021,Product Manager,Technology,23.2,Low,Medium,Yes,86144,6,100.0,No,81.0,"Analytics, Communication, Jira, Agile, Roadmapping",Sydney,Medium,Stable
2021,Product Manager,Technology,24.6,Low,Medium,Yes,143742,11,100.0,Yes,51.3,"Jira, Agile, Analytics, Communication, Roadmapping",Dubai,Small,Stable
2021,Product Manager,Technology,23.5,Low,Medium,Yes,102535,5,80.0,No,83.7,"Communication, Agile, Roadmapping, Jira",San Francisco,Medium,Stable
2021,Product Manager,Technology,29.5,Low,Medium,Yes,112528,6,60.0,Yes,66.0,"Communication, Analytics, Roadmapping",Berlin,Small,Stable
2021,Product Manager,Technology,26.5,Low,Medium,Yes,109366,7,40.0,No,88.7,"Communication, Roadmapping",Berlin,Small,Stable
2021,Product Manager,Technology,26.2,Low,Medium,Yes,125838,5,60.0,No,56.1,"Roadmapping, Analytics, Jira",Paris,Large,Stable
2021,Product Manager,Technology,23.0,Low,Medium,Yes,119335,2,40.0,No,87.2,"Roadmapping, Jira",Toronto,Small,Stable
2021,Product Manager,Technology,23.5,Low,Medium,Yes,109665,8,60.0,No,86.7,"Communication, Roadmapping, Agile",Singapore,Large,Stable
2021,Product Manager,Technology,26.6,Low,Medium,Yes,118579,6,100.0,No,85.7,"Communication, Agile, Roadmapping, Jira, Analytics",London,Large,Stable
2021,Product Manager,Technology,32.4,Low,Medium,Yes,102665,2,40.0,No,61.1,"Roadmapping, Jira",Berlin,Large,Stable
2021,Product Manager,Technology,23.2,Low,Medium,Yes,131898,1,60.0,No,71.9,"Analytics, Agile, Communication",Tokyo,Small,Stable
2022,Data Scientist,Technology,30.7,Low,High,Yes,103823,2,80.0,Yes,115.9,"Statistics, SQL, ML, TensorFlow",Singapore,Medium,Growth
2022,Data Scientist,Technology,19.0,Low,High,Yes,102087,10,80.0,No,83.9,"Statistics, SQL, TensorFlow, Python",Singapore,Medium,Growth
2022,Data Scientist,Technology,21.9,Low,High,Yes,107191,2,60.0,No,105.2,"TensorFlow, Statistics, Python",Tokyo,Large,Growth
2022,Data Scientist,Technology,22.2,Low,High,Yes,104372,1,100.0,Yes,87.5,"ML, Python, TensorFlow, Statistics, SQL",Singapore,Small,Growth
2022,Data Scientist,Technology,30.5,Low,High,Yes,102070,8,80.0,Yes,91.6,"SQL, TensorFlow, Python, Statistics",Tokyo,Medium,Growth
2022,Data Scientist,Technology,24.0,Low,High,Yes,110072,5,80.0,Yes,103.5,"SQL, ML, TensorFlow, Statistics",Berlin,Small,Growth
2022,Data Scientist,Technology,25.0,Low,High,Yes,101149,6,80.0,No,83.7,"SQL, Python, Statistics, TensorFlow",Toronto,Medium,Growth
2022,Data Scientist,Technology,25.6,Low,High,Yes,99188,3,60.0,No,89.8,"TensorFlow, ML, SQL",San Francisco,Small,Growth
2022,Data Scientist,Technology,31.5,Low,High,Yes,108345,7,60.0,No,117.1,"SQL, TensorFlow, Statistics",Dubai,Large,Growth
2022,Data Scientist,Technology,29.0,Low,High,Yes,95636,4,60.0,Yes,91.3,"SQL, Statistics, Python",Dubai,Small,Growth
2022,Data Scientist,Technology,21.7,Low,High,Yes,84890,5,40.0,No,99.5,"TensorFlow, Python",Dubai,Medium,Growth
2022,Data Scientist,Technology,26.7,Low,High,Yes,89630,4,80.0,No,90.0,"ML, Python, Statistics, SQL",New York,Small,Growth
2022,Data Scientist,Technology,31.1,Low,High,Yes,87965,0,100.0,Yes,99.0,"Statistics, SQL, ML, TensorFlow, Python",San Francisco,Medium,Growth
2022,Data Scientist,Technology,18.4,Low,High,Yes,100315,5,40.0,No,90.5,"SQL, Statistics",Paris,Small,Growth
2022,Data Scientist,Technology,25.9,Low,High,Yes,105284,1,60.0,No,94.7,"TensorFlow, SQL, Python",Toronto,Medium,Growth
2022,Data Scientist,Technology,24.0,Low,High,Yes,113216,7,80.0,No,105.9,"ML, SQL, TensorFlow, Python",London,Small,Growth
2022,Data Scientist,Technology,24.3,Low,High,Yes,111878,13,60.0,Yes,107.0,"Statistics, SQL, Python",Toronto,Large,Growth
2022,Data Scientist,Technology,28.2,Low,High,Yes,97163,12,40.0,Yes,83.0,"TensorFlow, Statistics",Berlin,Small,Growth
2022,Data Scientist,Technology,31.4,Low,High,Yes,95404,10,60.0,No,113.0,"Python, TensorFlow, Statistics",Sydney,Large,Growth
2022,Data Scientist,Technology,32.5,Low,High,Yes,101201,1,60.0,No,102.1,"ML, SQL, Statistics",Singapore,Medium,Growth
2022,Data Scientist,Technology,29.3,Low,High,Yes,115846,5,40.0,No,106.5,"TensorFlow, ML",London,Large,Growth
2022,Data Scientist,Technology,32.2,Low,High,Yes,91851,6,100.0,No,93.7,"TensorFlow, ML, Python, SQL, Statistics",Paris,Large,Growth
2022,Data Scientist,Technology,29.9,Low,High,Yes,96422,8,40.0,No,95.4,"Statistics, ML",Sydney,Small,Growth
2022,Data Scientist,Technology,21.1,Low,High,Yes,102109,6,40.0,No,80.8,"Statistics, TensorFlow",San Francisco,Large,Growth
2022,Data Scientist,Technology,32.5,Low,High,Yes,108964,8,40.0,Yes,108.8,"Python, ML",Sydney,Medium,Growth
2022,Data Scientist,Technology,33.7,Low,High,Yes,90568,3,80.0,Yes,105.1,"TensorFlow, Python, ML, SQL",Paris,Medium,Growth
2022,Data Scientist,Technology,30.3,Low,High,Yes,102086,5,100.0,No,90.4,"SQL, Python, Statistics, TensorFlow, ML",London,Large,Growth
2022,Data Scientist,Technology,31.2,Low,High,Yes,92051,5,40.0,Yes,84.7,"Python, ML",Singapore,Large,Growth
2022,Data Scientist,Technology,28.5,Low,High,Yes,100061,4,80.0,No,81.2,"SQL, Python, Statistics, ML",Toronto,Large,Growth
2022,Data Scientist,Technology,32.4,Low,High,Yes,95843,7,100.0,Yes,102.3,"SQL, TensorFlow, Statistics, ML, Python",Toronto,Small,Growth
2022,Data Scientist,Technology,30.2,Low,High,Yes,99845,8,40.0,No,99.7,"ML, Python",San Francisco,Large,Growth
2022,Data Scientist,Technology,31.2,Low,High,Yes,101586,5,100.0,No,88.7,"Python, Statistics, TensorFlow, ML, SQL",Tokyo,Small,Growth
2022,Data Scientist,Technology,20.1,Low,High,Yes,95814,3,100.0,Yes,116.3,"Python, Statistics, SQL, TensorFlow, ML",Singapore,Large,Growth
2022,Data Scientist,Technology,33.0,Low,High,Yes,99327,2,40.0,Yes,118.6,"SQL, Python",London,Medium,Growth
2022,Data Scientist,Technology,26.1,Low,High,Yes,89848,1,100.0,Yes,104.8,"Statistics, Python, SQL, ML, TensorFlow",Singapore,Large,Growth
2022,Data Scientist,Technology,28.8,Low,High,Yes,86318,5,80.0,Yes,107.2,"Python, ML, Statistics, TensorFlow",Paris,Small,Growth
2022,Data Scientist,Technology,36.5,Medium,High,Yes,100803,4,80.0,No,105.4,"ML, SQL, TensorFlow, Statistics",Berlin,Large,Growth
2022,Data Scientist,Technology,22.0,Low,High,Yes,99323,9,100.0,No,111.5,"SQL, TensorFlow, Statistics, ML, Python",Dubai,Small,Growth
2022,Data Scientist,Technology,26.1,Low,High,Yes,101491,5,100.0,No,88.1,"Python, Statistics, ML, SQL, TensorFlow",London,Medium,Growth
2022,Data Scientist,Technology,26.2,Low,High,Yes,96224,6,80.0,No,105.9,"ML, TensorFlow, Statistics, SQL",London,Small,Growth
2022,Data Scientist,Technology,29.0,Low,High,Yes,101959,4,60.0,No,114.1,"Statistics, TensorFlow, SQL",Berlin,Medium,Growth
2022,Data Scientist,Technology,33.2,Low,High,Yes,97586,5,80.0,No,84.6,"Statistics, SQL, TensorFlow, Python",San Francisco,Large,Growth
2022,Data Scientist,Technology,25.0,Low,High,Yes,119070,6,80.0,No,108.1,"TensorFlow, ML, SQL, Python",Sydney,Medium,Growth
2022,Data Scientist,Technology,28.8,Low,High,Yes,104239,5,40.0,Yes,117.0,"TensorFlow, ML",Paris,Small,Growth
2022,Data Scientist,Technology,29.2,Low,High,Yes,104661,8,60.0,No,114.3,"SQL, ML, Statistics",Tokyo,Small,Growth
2022,Data Scientist,Technology,38.5,Medium,High,Yes,112579,4,80.0,Yes,94.7,"Statistics, TensorFlow, ML, Python",Dubai,Medium,Growth
2022,Data Scientist,Technology,30.9,Low,High,Yes,87100,2,100.0,No,113.7,"ML, Python, TensorFlow, SQL, Statistics",Toronto,Medium,Growth
2022,Data Scientist,Technology,35.9,Medium,High,Yes,101406,5,40.0,Yes,104.3,"SQL, Python",Sydney,Large,Growth
2022,Data Scientist,Technology,36.1,Medium,High,Yes,81699,4,80.0,No,90.7,"ML, TensorFlow, Python, SQL",Dubai,Large,Growth
2022,Data Scientist,Technology,28.5,Low,High,Yes,86851,3,80.0,No,109.2,"ML, Statistics, TensorFlow, SQL",Sydney,Small,Growth
2022,Data Scientist,Technology,22.5,Low,High,Yes,104289,3,100.0,No,94.5,"ML, TensorFlow, SQL, Python, Statistics",San Francisco,Medium,Growth
2022,Data Scientist,Technology,29.6,Low,High,Yes,94793,7,60.0,No,85.0,"TensorFlow, Python, ML",Paris,Medium,Growth
2022,Data Scientist,Technology,27.5,Low,High,Yes,101529,6,100.0,No,118.5,"Python, ML, TensorFlow, Statistics, SQL",Singapore,Small,Growth
2022,Data Scientist,Technology,20.4,Low,High,Yes,109220,0,100.0,No,103.7,"ML, TensorFlow, Python, Statistics, SQL",Toronto,Large,Growth
2022,ML Engineer,Technology,18.9,Low,High,Yes,103836,4,60.0,No,101.0,"Deep Learning, Docker, MLOps",Dubai,Large,Growth
2022,ML Engineer,Technology,20.0,Low,High,Yes,119182,8,80.0,Yes,86.3,"Kubernetes, Python, MLOps, Docker",Paris,Small,Growth
2022,ML Engineer,Technology,17.9,Low,High,Yes,113160,13,100.0,Yes,103.6,"MLOps, Docker, Deep Learning, Python, Kubernetes",Sydney,Medium,Growth
2022,ML Engineer,Technology,21.5,Low,High,Yes,125127,3,60.0,Yes,90.4,"Python, MLOps, Docker",London,Medium,Growth
2022,ML Engineer,Technology,13.0,Low,High,Yes,124501,1,100.0,No,113.1,"Python, MLOps, Kubernetes, Docker, Deep Learning",Singapore,Large,Growth
2022,ML Engineer,Technology,19.3,Low,High,Yes,125466,0,60.0,Yes,119.8,"Kubernetes, Deep Learning, Python",Dubai,Large,Growth
2022,ML Engineer,Technology,15.4,Low,High,Yes,112388,7,100.0,Yes,103.6,"MLOps, Python, Docker, Kubernetes, Deep Learning",Tokyo,Large,Growth
2022,ML Engineer,Technology,22.3,Low,High,Yes,115746,0,100.0,No,98.6,"Kubernetes, Deep Learning, MLOps, Python, Docker",Sydney,Large,Growth
2022,ML Engineer,Technology,12.4,Low,High,Yes,115055,5,80.0,No,94.1,"Python, Docker, Deep Learning, Kubernetes",Toronto,Large,Growth
2022,ML Engineer,Technology,18.6,Low,High,Yes,131622,5,100.0,No,106.6,"Docker, Python, Kubernetes, MLOps, Deep Learning",San Francisco,Small,Growth
2022,ML Engineer,Technology,31.7,Low,High,Yes,124526,5,40.0,Yes,112.6,"Deep Learning, Kubernetes",Dubai,Medium,Growth
2022,ML Engineer,Technology,27.3,Low,High,Yes,112747,8,60.0,Yes,96.3,"Kubernetes, MLOps, Python",London,Large,Growth
2022,ML Engineer,Technology,18.7,Low,High,Yes,105143,1,80.0,No,106.7,"Deep Learning, MLOps, Docker, Kubernetes",Berlin,Large,Growth
2022,ML Engineer,Technology,16.9,Low,High,Yes,101186,4,80.0,No,86.0,"Docker, Deep Learning, Python, Kubernetes",London,Medium,Growth
2022,ML Engineer,Technology,19.1,Low,High,Yes,105335,0,100.0,Yes,88.8,"Kubernetes, Deep Learning, Python, MLOps, Docker",London,Small,Growth
2022,ML Engineer,Technology,30.3,Low,High,Yes,120660,0,80.0,Yes,82.3,"Kubernetes, Python, Deep Learning, MLOps",Sydney,Small,Growth
2022,ML Engineer,Technology,23.2,Low,High,Yes,115494,4,40.0,Yes,115.0,"Kubernetes, Python",Berlin,Small,Growth
2022,ML Engineer,Technology,21.5,Low,High,Yes,136025,4,100.0,Yes,104.9,"Kubernetes, MLOps, Python, Docker, Deep Learning",London,Medium,Growth
2022,ML Engineer,Technology,15.6,Low,High,Yes,116223,9,80.0,No,119.5,"Docker, Deep Learning, Python, Kubernetes",New York,Medium,Growth
2022,ML Engineer,Technology,20.3,Low,High,Yes,112178,4,60.0,No,109.3,"Deep Learning, Python, Docker",New York,Large,Growth
2022,ML Engineer,Technology,28.9,Low,High,Yes,105760,0,40.0,No,88.8,"Docker, Python",London,Medium,Growth
2022,ML Engineer,Technology,20.2,Low,High,Yes,109112,3,60.0,Yes,111.2,"Python, Deep Learning, MLOps",Paris,Large,Growth
2022,ML Engineer,Technology,20.7,Low,High,Yes,124728,7,60.0,No,94.7,"Kubernetes, Deep Learning, MLOps",Toronto,Large,Growth
2022,ML Engineer,Technology,23.3,Low,High,Yes,113798,7,40.0,Yes,96.0,"Kubernetes, MLOps",New York,Medium,Growth
2022,ML Engineer,Technology,17.4,Low,High,Yes,100225,4,80.0,No,112.6,"Kubernetes, Python, Docker, Deep Learning",Dubai,Large,Growth
2022,ML Engineer,Technology,22.9,Low,High,Yes,104738,3,40.0,No,83.6,"Python, MLOps",Singapore,Large,Growth
2022,ML Engineer,Technology,24.2,Low,High,Yes,101344,0,80.0,Yes,117.1,"Docker, MLOps, Kubernetes, Deep Learning",Toronto,Medium,Growth
2022,ML Engineer,Technology,30.9,Low,High,Yes,123099,10,60.0,Yes,87.1,"Deep Learning, MLOps, Python",Singapore,Large,Growth
2022,ML Engineer,Technology,9.9,Low,High,Yes,132876,8,80.0,No,112.3,"MLOps, Kubernetes, Python, Deep Learning",Tokyo,Medium,Growth
2022,ML Engineer,Technology,26.1,Low,High,Yes,121599,10,80.0,No,111.1,"Python, Deep Learning, Kubernetes, Docker",Singapore,Small,Growth
2022,ML Engineer,Technology,19.8,Low,High,Yes,101443,2,60.0,No,85.7,"Deep Learning, Python, Kubernetes",Toronto,Large,Growth
2022,ML Engineer,Technology,14.7,Low,High,Yes,122666,6,100.0,No,91.2,"Docker, Kubernetes, MLOps, Deep Learning, Python",Toronto,Large,Growth
2022,ML Engineer,Technology,21.0,Low,High,Yes,115190,4,100.0,Yes,82.6,"Docker, Python, MLOps, Deep Learning, Kubernetes",London,Medium,Growth
2022,ML Engineer,Technology,26.5,Low,High,Yes,123647,8,60.0,Yes,112.4,"MLOps, Python, Docker",Dubai,Small,Growth
2022,ML Engineer,Technology,15.6,Low,High,Yes,108120,3,60.0,Yes,86.4,"MLOps, Kubernetes, Docker",Paris,Large,Growth
2022,ML Engineer,Technology,24.4,Low,High,Yes,115422,5,40.0,No,106.1,"Kubernetes, Docker",Sydney,Large,Growth
2022,ML Engineer,Technology,21.3,Low,High,Yes,100699,6,40.0,Yes,91.0,"Kubernetes, MLOps",London,Small,Growth
2022,ML Engineer,Technology,25.0,Low,High,Yes,125172,1,100.0,Yes,90.5,"Python, Deep Learning, Kubernetes, Docker, MLOps",Berlin,Large,Growth
2022,ML Engineer,Technology,20.3,Low,High,Yes,122959,3,60.0,No,80.3,"MLOps, Python, Deep Learning",New York,Large,Growth
2022,ML Engineer,Technology,34.5,Low,High,Yes,130013,1,60.0,No,113.5,"Kubernetes, Deep Learning, Python",Sydney,Small,Growth
2022,ML Engineer,Technology,18.6,Low,High,Yes,137353,13,60.0,No,111.3,"Deep Learning, Kubernetes, MLOps",Paris,Large,Growth
2022,ML Engineer,Technology,23.0,Low,High,Yes,103954,2,60.0,Yes,91.3,"Python, Deep Learning, Kubernetes",Tokyo,Medium,Growth
2022,ML Engineer,Technology,20.3,Low,High,Yes,94677,6,40.0,Yes,112.1,"Python, Kubernetes",Dubai,Large,Growth
2022,ML Engineer,Technology,19.7,Low,High,Yes,94906,6,100.0,No,103.4,"Docker, Deep Learning, Kubernetes, MLOps, Python",New York,Medium,Growth
2022,ML Engineer,Technology,16.5,Low,High,Yes,129802,9,40.0,No,99.5,"MLOps, Kubernetes",Berlin,Small,Growth
2022,ML Engineer,Technology,29.7,Low,High,Yes,115609,5,40.0,No,97.1,"Docker, Kubernetes",Paris,Medium,Growth
2022,ML Engineer,Technology,26.8,Low,High,Yes,130422,6,60.0,Yes,106.3,"MLOps, Python, Docker",Sydney,Large,Growth
2022,ML Engineer,Technology,29.9,Low,High,Yes,120321,6,100.0,No,93.4,"MLOps, Docker, Python, Deep Learning, Kubernetes",New York,Large,Growth
2022,ML Engineer,Technology,19.5,Low,High,Yes,116844,7,80.0,Yes,86.5,"Docker, Deep Learning, MLOps, Kubernetes",London,Large,Growth
2022,ML Engineer,Technology,18.8,Low,High,Yes,122155,2,80.0,Yes,119.9,"Docker, Kubernetes, Python, Deep Learning",Berlin,Medium,Growth
2022,ML Engineer,Technology,13.3,Low,High,Yes,106291,2,100.0,No,113.3,"Docker, Kubernetes, Deep Learning, MLOps, Python",New York,Small,Growth
2022,ML Engineer,Technology,27.9,Low,High,Yes,100449,6,60.0,Yes,82.9,"MLOps, Kubernetes, Deep Learning",Dubai,Large,Growth
2022,ML Engineer,Technology,25.3,Low,High,Yes,99562,7,100.0,No,85.4,"MLOps, Python, Kubernetes, Docker, Deep Learning",New York,Large,Growth
2022,ML Engineer,Technology,23.8,Low,High,Yes,107808,4,40.0,No,97.6,"Python, MLOps",Singapore,Large,Growth
2022,Software Developer,Technology,25.2,Low,High,Yes,105327,8,100.0,No,119.4,"Algorithms, Python, Git, Java, APIs",London,Large,Growth
2022,Software Developer,Technology,31.3,Low,High,Yes,97000,3,100.0,Yes,117.6,"Java, APIs, Git, Algorithms, Python",Toronto,Large,Growth
2022,Software Developer,Technology,41.2,Medium,High,Yes,103029,3,60.0,No,92.6,"Python, Algorithms, Git",Toronto,Medium,Growth
2022,Software Developer,Technology,27.3,Low,High,Yes,90210,5,60.0,No,97.6,"Python, Java, Git",London,Medium,Growth
2022,Software Developer,Technology,26.3,Low,High,Yes,97155,7,80.0,Yes,101.2,"APIs, Git, Java, Algorithms",Singapore,Large,Growth
2022,Software Developer,Technology,39.1,Medium,High,Yes,91460,4,40.0,Yes,92.9,"Algorithms, Java",Singapore,Medium,Growth
2022,Software Developer,Technology,33.4,Low,High,Yes,85870,7,40.0,No,118.1,"Java, Git",Tokyo,Small,Growth
2022,Software Developer,Technology,31.0,Low,High,Yes,82681,4,60.0,Yes,93.7,"APIs, Python, Git",Toronto,Medium,Growth
2022,Software Developer,Technology,29.4,Low,High,Yes,74034,5,100.0,No,104.9,"Java, Python, Algorithms, Git, APIs",London,Medium,Growth
2022,Software Developer,Technology,37.4,Medium,High,Yes,94455,5,40.0,No,98.1,"Python, Java",New York,Small,Growth
2022,Software Developer,Technology,26.3,Low,High,Yes,98079,1,60.0,No,106.1,"Java, Python, APIs",London,Medium,Growth
2022,Software Developer,Technology,35.0,Medium,High,Yes,80187,7,100.0,No,109.0,"Python, Java, Git, Algorithms, APIs",Berlin,Large,Growth
2022,Software Developer,Technology,26.2,Low,High,Yes,93205,0,40.0,Yes,110.0,"APIs, Python",Berlin,Large,Growth
2022,Software Developer,Technology,41.0,Medium,High,Yes,89952,4,60.0,No,119.7,"Algorithms, Python, Java",Sydney,Large,Growth
2022,Software Developer,Technology,34.9,Low,High,Yes,107754,6,60.0,No,86.5,"Algorithms, Git, APIs",Paris,Large,Growth
2022,Software Developer,Technology,25.5,Low,High,Yes,93305,7,60.0,No,97.9,"Java, Algorithms, Git",Singapore,Small,Growth
2022,Software Developer,Technology,33.5,Low,High,Yes,103612,3,60.0,Yes,84.2,"Python, APIs, Algorithms",Berlin,Small,Growth
2022,Software Developer,Technology,33.1,Low,High,Yes,113550,5,80.0,Yes,105.6,"APIs, Java, Algorithms, Git",New York,Medium,Growth
2022,Software Developer,Technology,25.2,Low,High,Yes,109514,6,80.0,Yes,93.7,"APIs, Java, Algorithms, Python",Dubai,Large,Growth
2022,Software Developer,Technology,34.1,Low,High,Yes,115496,1,60.0,Yes,87.0,"Algorithms, Python, Java",New York,Large,Growth
2022,Software Developer,Technology,38.3,Medium,High,Yes,112717,7,80.0,No,117.1,"APIs, Git, Algorithms, Python",Singapore,Small,Growth
2022,Software Developer,Technology,31.9,Low,High,Yes,96295,4,60.0,No,111.9,"Python, APIs, Algorithms",Dubai,Large,Growth
2022,Software Developer,Technology,31.2,Low,High,Yes,92912,6,60.0,Yes,116.2,"Algorithms, Git, Python",San Francisco,Small,Growth
2022,Software Developer,Technology,32.0,Low,High,Yes,84784,4,80.0,No,100.4,"Java, Algorithms, Python, Git",Berlin,Small,Growth
2022,Software Developer,Technology,41.4,Medium,High,Yes,100434,7,60.0,No,98.0,"APIs, Python, Algorithms",San Francisco,Large,Growth
2022,Software Developer,Technology,41.7,Medium,High,Yes,101220,9,60.0,No,116.8,"Git, Java, Algorithms",Berlin,Large,Growth
2022,Software Developer,Technology,29.2,Low,High,Yes,81378,2,100.0,No,111.8,"Python, APIs, Algorithms, Java, Git",London,Small,Growth
2022,Software Developer,Technology,29.9,Low,High,Yes,101232,0,40.0,Yes,91.8,"Python, APIs",Dubai,Large,Growth
2022,Software Developer,Technology,30.9,Low,High,Yes,99952,3,60.0,No,89.3,"Git, APIs, Algorithms",Sydney,Medium,Growth
2022,Software Developer,Technology,32.8,Low,High,Yes,75497,2,60.0,Yes,99.5,"Git, Java, APIs",Toronto,Medium,Growth
2022,Software Developer,Technology,30.0,Low,High,Yes,94596,2,80.0,No,99.5,"Python, Git, Algorithms, Java",Paris,Small,Growth
2022,Software Developer,Technology,31.4,Low,High,Yes,94565,3,100.0,Yes,117.5,"Java, Git, APIs, Algorithms, Python",Paris,Small,Growth
2022,Software Developer,Technology,39.7,Medium,High,Yes,113581,0,40.0,No,114.4,"Python, Java",Berlin,Large,Growth
2022,Software Developer,Technology,25.3,Low,High,Yes,98084,8,40.0,No,94.2,"APIs, Git",London,Small,Growth
2022,Software Developer,Technology,25.3,Low,High,Yes,94403,7,80.0,Yes,104.8,"APIs, Java, Algorithms, Python",London,Medium,Growth
2022,Software Developer,Technology,24.7,Low,High,Yes,87939,7,80.0,No,105.4,"Algorithms, Java, Python, Git",Dubai,Small,Growth
2022,Software Developer,Technology,32.5,Low,High,Yes,82188,5,100.0,No,116.9,"Java, APIs, Git, Algorithms, Python",San Francisco,Large,Growth
2022,Software Developer,Technology,42.2,Medium,High,Yes,93219,10,100.0,No,93.9,"APIs, Git, Python, Java, Algorithms",London,Large,Growth
2022,Software Developer,Technology,35.8,Medium,High,Yes,90049,3,60.0,No,80.2,"Java, Git, APIs",Toronto,Small,Growth
2022,Software Developer,Technology,29.0,Low,High,Yes,103488,8,80.0,No,102.7,"APIs, Java, Python, Algorithms",Sydney,Large,Growth
2022,Software Developer,Technology,33.4,Low,High,Yes,92636,3,80.0,Yes,118.7,"Algorithms, APIs, Git, Java",Singapore,Large,Growth
2022,Software Developer,Technology,22.7,Low,High,Yes,109470,7,60.0,Yes,110.4,"Git, Algorithms, Python",Toronto,Small,Growth
2022,Data Analyst,Finance,37.1,Medium,Medium,No,79694,12,40.0,No,69.8,"Excel, Statistics",Toronto,Small,Stable
2022,Data Analyst,Finance,44.8,Medium,Medium,No,67777,1,100.0,Yes,75.5,"Tableau, SQL, Statistics, Python, Excel",Toronto,Medium,Stable
2022,Data Analyst,Finance,43.1,Medium,Medium,No,64383,6,60.0,No,72.4,"Python, SQL, Excel",Sydney,Large,Stable
2022,Data Analyst,Finance,36.5,Medium,Medium,No,69618,2,40.0,No,53.2,"SQL, Python",New York,Small,Stable
2022,Data Analyst,Finance,37.3,Medium,Medium,No,82394,6,40.0,No,79.2,"Excel, Statistics",New York,Medium,Stable
2022,Data Analyst,Finance,31.6,Low,Medium,No,82281,12,40.0,No,89.7,"SQL, Excel",Singapore,Medium,Stable
2022,Data Analyst,Finance,42.4,Medium,Medium,No,67573,8,80.0,No,87.9,"Python, Tableau, Statistics, SQL",Tokyo,Large,Stable
2022,Data Analyst,Finance,44.6,Medium,Medium,No,82302,5,40.0,No,53.8,"Python, Tableau",Paris,Large,Stable
2022,Data Analyst,Finance,46.6,Medium,Medium,No,72616,5,60.0,Yes,74.7,"Python, Tableau, Statistics",San Francisco,Small,Stable
2022,Data Analyst,Finance,42.6,Medium,Medium,No,71042,2,40.0,No,55.8,"Statistics, Python",Dubai,Large,Stable
2022,Data Analyst,Finance,52.4,Medium,Medium,No,73266,0,60.0,No,70.6,"SQL, Statistics, Tableau",Tokyo,Large,Stable
2022,Data Analyst,Finance,47.2,Medium,Medium,No,76587,8,100.0,Yes,51.6,"SQL, Python, Statistics, Tableau, Excel",Sydney,Small,Stable
2022,Data Analyst,Finance,43.7,Medium,Medium,No,73497,3,80.0,No,50.6,"Statistics, Tableau, Excel, Python",Tokyo,Medium,Stable
